geoname,lntitle,geoid,lnnumber,tot_est,tot_moe,adu_est,adu_moe,cit_est,cit_moe,cvap_est,cvap_moe
Vermont,Native Hawaiian or Other Pacific Islander Alone,0400000US50,6,145,81,120,79,145,81,120,80
Vermont,White Alone,0400000US50,7,593655,23,487850,23,588390,538,482845,502
Vermont,American Indian or Alaska Native and White,0400000US50,8,5590,225,4575,189,5580,225,4570,191
Vermont,Asian and White,0400000US50,9,4265,721,2445,503,3845,497,2055,328
Vermont,Black or African American and White,0400000US50,10,3280,364,1435,239,3240,366,1400,243
Vermont,American Indian or Alaska Native and Black or African American,0400000US50,11,370,239,280,148,370,239,280,148
Vermont,Remainder of Two or More Race Responses,0400000US50,12,1140,262,645,177,1060,259,625,175
Vermont,Hispanic or Latino,0400000US50,13,13370,0,9900,27,12410,233,8990,230
Virginia,Total,0400000US51,1,8582480,0,6689725,908,8094155,8308,6256030,7657
Virginia,Not Hispanic or Latino,0400000US51,2,7742230,343,6118890,772,7473985,5534,5882075,5174
Virginia,American Indian or Alaska Native Alone,0400000US51,3,14090,788,11845,654,14000,786,11775,655
Virginia,Asian Alone,0400000US51,4,569840,3156,449730,2109,429780,3765,323270,3052
Virginia,Black or African American Alone,0400000US51,5,1614605,4292,1248970,2821,1570095,5691,1211285,3987
Virginia,Native Hawaiian or Other Pacific Islander Alone,0400000US51,6,4540,511,3710,434,4465,502,3655,430
Virginia,White Alone,0400000US51,7,5245060,8,4243360,6,5170980,3035,4177785,2633
Virginia,American Indian or Alaska Native and White,0400000US51,8,32935,1034,26315,984,32875,1037,26270,982
Virginia,Asian and White,0400000US51,9,96045,3164,52775,2121,89145,2827,48115,1937
Virginia,Black or African American and White,0400000US51,10,112095,3731,48490,2204,111015,3716,47535,2179
Virginia,American Indian or Alaska Native and Black or African American,0400000US51,11,11180,1332,8985,1066,11170,1332,8975,1064
Virginia,Remainder of Two or More Race Responses,0400000US51,12,41840,2410,24705,1562,40450,2347,23410,1509
Virginia,Hispanic or Latino,0400000US51,13,840250,343,570835,613,620170,5626,373950,5133
Washington,Total,0400000US53,1,7617365,0,5936905,337,7040095,8827,5413415,7631
Washington,Not Hispanic or Latino,0400000US53,2,6609485,44,5299500,325,6249490,7003,4976955,5916
Washington,American Indian or Alaska Native Alone,0400000US53,3,69975,1827,53530,1393,69395,1861,53005,1409
Washington,Asian Alone,0400000US53,4,680555,4466,556345,2959,475195,4894,369995,3731
Washington,Black or African American Alone,0400000US53,5,286460,3680,218580,2293,256420,3799,191595,2559
Washington,Native Hawaiian or Other Pacific Islander Alone,0400000US53,6,49610,1288,37310,844,40895,1385,29880,1101
Washington,White Alone,0400000US53,7,5122980,30,4199980,2,5016720,4001,4105495,3326
Washington,American Indian or Alaska Native and White,0400000US53,8,90780,1871,69200,1516,90420,1851,68845,1501
Washington,Asian and White,0400000US53,9,141435,4538,74985,2771,135260,4213,70765,2556
Washington,Black or African American and White,0400000US53,10,87135,3353,42560,1864,85835,3363,41460,1891
Washington,American Indian or Alaska Native and Black or African American,0400000US53,11,6650,932,4890,717,6640,931,4880,715
Washington,Remainder of Two or More Race Responses,0400000US53,12,73900,3011,42120,2055,72705,3023,41040,2079
Washington,Hispanic or Latino,0400000US53,13,1007880,44,637405,96,790605,4831,436460,4318
West Virginia,Total,0400000US54,1,1801050,0,1434555,515,1787525,896,1422145,912
West Virginia,Not Hispanic or Latino,0400000US54,2,1770855,423,1414015,424,1760340,945,1404445,743
West Virginia,American Indian or Alaska Native Alone,0400000US54,3,1860,319,1565,273,1860,319,1565,273
West Virginia,Asian Alone,0400000US54,4,14215,707,11630,555,9735,559,7515,468
West Virginia,Black or African American Alone,0400000US54,5,61725,1347,50485,800,60380,1376,49240,840
West Virginia,Native Hawaiian or Other Pacific Islander Alone,0400000US54,6,660,269,490,189,645,270,475,188
West Virginia,White Alone,0400000US54,7,1655030,355,1330050,298,1650625,729,1326120,571
West Virginia,American Indian or Alaska Native and White,0400000US54,8,10765,458,8975,391,10765,457,8970,391
West Virginia,Asian and White,0400000US54,9,4705,549,2580,390,4525,534,2405,358
West Virginia,Black or African American and White,0400000US54,10,18405,1081,6085,678,18345,1067,6020,674
West Virginia,American Indian or Alaska Native and Black or African American,0400000US54,11,380,143,355,138,380,143,355,138
West Virginia,Remainder of Two or More Race Responses,0400000US54,12,3115,557,1805,374,3085,560,1775,374
West Virginia,Hispanic or Latino,0400000US54,13,30195,423,20540,410,27180,669,17700,612
Wisconsin,Total,0400000US55,1,5871660,0,4578715,212,5716305,3744,4437210,3356
Wisconsin,Not Hispanic or Latino,0400000US55,2,5447065,0,4317160,199,5367500,2565,4246775,2228
Wisconsin,American Indian or Alaska Native Alone,0400000US55,3,39770,838,30040,573,39730,839,30000,572
Wisconsin,Asian Alone,0400000US55,4,167085,1933,121545,1149,122760,2446,82470,1601
Wisconsin,Black or African American Alone,0400000US55,5,367270,2623,255920,1492,359495,2589,249495,1648
Wisconsin,Native Hawaiian or Other Pacific Islander Alone,0400000US55,6,2395,647,1675,465,1970,381,1270,260
Wisconsin,White Alone,0400000US55,7,4734520,31,3837970,33,4709335,1762,3815030,1558
Wisconsin,American Indian or Alaska Native and White,0400000US55,8,34455,874,24090,580,34375,886,24010,599
Wisconsin,Asian and White,0400000US55,9,32840,1670,16065,951,31560,1551,15070,924
Wisconsin,Black or African American and White,0400000US55,10,54895,2346,22125,1285,54610,2329,21860,1268
Wisconsin,American Indian or Alaska Native and Black or African American,0400000US55,11,3095,608,1830,365,3095,608,1830,365
Wisconsin,Remainder of Two or More Race Responses,0400000US55,12,10735,929,5910,715,10560,924,5735,707
Wisconsin,Hispanic or Latino,0400000US55,13,424600,0,261555,45,348810,2239,190440,2038
Wyoming,Total,0400000US56,1,576640,0,442175,282,564785,1184,431005,1050
Wyoming,Not Hispanic or Latino,0400000US56,2,517455,167,403520,298,512670,541,399010,527
Wyoming,American Indian or Alaska Native Alone,0400000US56,3,11380,467,7775,350,11375,463,7770,349
Wyoming,Asian Alone,0400000US56,4,4975,411,4080,345,3170,378,2395,313
Wyoming,Black or African American Alone,0400000US56,5,4815,544,3685,460,4570,573,3455,470
Wyoming,Native Hawaiian or Other Pacific Islander Alone,0400000US56,6,395,160,350,154,370,150,325,148
Wyoming,White Alone,0400000US56,7,482575,100,379370,94,479960,450,376900,429
Wyoming,American Indian or Alaska Native and White,0400000US56,8,5695,525,4025,392,5695,525,4025,392
Wyoming,Asian and White,0400000US56,9,2955,479,1835,366,2885,452,1770,334
Wyoming,Black or African American and White,0400000US56,10,3270,483,1420,358,3265,484,1410,360
Wyoming,American Indian or Alaska Native and Black or African American,0400000US56,11,40,41,30,40,40,41,30,40
Wyoming,Remainder of Two or More Race Responses,0400000US56,12,1350,390,950,301,1335,388,930,303
Wyoming,Hispanic or Latino,0400000US56,13,59185,168,38655,188,52115,1068,31995,910
Puerto Rico,Total,0400000US72,1,3311275,0,2713995,0,3265015,2329,2670760,2053
Puerto Rico,Not Hispanic or Latino,0400000US72,2,40915,2107,33685,1661,37820,2071,30735,1588
Puerto Rico,American Indian or Alaska Native Alone,0400000US72,3,125,89,110,74,95,67,80,65
Puerto Rico,Asian Alone,0400000US72,4,2655,731,2295,625,1570,456,1275,354
Puerto Rico,Black or African American Alone,0400000US72,5,4505,602,3860,536,4060,595,3430,518
Puerto Rico,Native Hawaiian or Other Pacific Islander Alone,0400000US72,6,0,35,0,35,0,35,0,35
Puerto Rico,White Alone,0400000US72,7,31555,1967,25790,1546,30085,1933,24385,1523
Puerto Rico,American Indian or Alaska Native and White,0400000US72,8,45,41,45,41,45,41,45,41
Puerto Rico,Asian and White,0400000US72,9,210,107,210,107,150,94,150,94
Puerto Rico,Black or African American and White,0400000US72,10,1075,305,785,281,1075,305,785,281
Puerto Rico,American Indian or Alaska Native and Black or African American,0400000US72,11,40,46,40,46,40,46,40,46
Puerto Rico,Remainder of Two or More Race Responses,0400000US72,12,705,336,550,231,700,336,545,230
Puerto Rico,Hispanic or Latino,0400000US72,13,3270360,2107,2680315,1658,3227195,2970,2640025,2624
