geoname,lntitle,geoid,lnnumber,tot_est,tot_moe,adu_est,adu_moe,cit_est,cit_moe,cvap_est,cvap_moe
Vermont,Native Hawaiian or Other Pacific Islander Alone,0400000US50,6,190,98,165,94,185,95,160,91
Vermont,White Alone,0400000US50,7,578715,23,475630,23,573500,421,470675,405
Vermont,American Indian or Alaska Native and White,0400000US50,8,5070,276,4000,257,5055,276,3985,258
Vermont,Asian and White,0400000US50,9,4085,706,2385,526,3590,477,1940,325
Vermont,Black or African American and White,0400000US50,10,2810,421,1140,268,2745,431,1085,272
Vermont,American Indian or Alaska Native and Black or African American,0400000US50,11,285,147,245,123,285,147,245,123
Vermont,Remainder of Two or More Race Responses,0400000US50,12,1160,309,695,203,1085,312,660,203
Vermont,Hispanic or Latino,0400000US50,13,12520,0,9305,71,11305,264,8125,269
Virginia,Total,0400000US51,1,8509360,0,6640760,892,8013940,9416,6198540,8241
Virginia,Not Hispanic or Latino,0400000US51,2,7698590,439,6089085,634,7423230,6042,5845320,5244
Virginia,American Indian or Alaska Native Alone,0400000US51,3,17020,917,14275,802,16820,918,14125,803
Virginia,Asian Alone,0400000US51,4,558955,2988,440410,2009,415320,4390,310705,3656
Virginia,Black or African American Alone,0400000US51,5,1601485,4720,1238220,2648,1556090,5130,1199570,3346
Virginia,Native Hawaiian or Other Pacific Islander Alone,0400000US51,6,4860,642,3865,410,4735,616,3780,389
Virginia,White Alone,0400000US51,7,5239990,2,4242800,11,5163270,3392,4174730,2851
Virginia,American Indian or Alaska Native and White,0400000US51,8,28345,989,22940,854,28275,981,22880,847
Virginia,Asian and White,0400000US51,9,90170,2732,48920,1821,83275,2446,43985,1674
Virginia,Black or African American and White,0400000US51,10,104300,4001,44115,2193,103530,3974,43435,2174
Virginia,American Indian or Alaska Native and Black or African American,0400000US51,11,10695,1193,8560,942,10695,1193,8560,942
Virginia,Remainder of Two or More Race Responses,0400000US51,12,42770,2226,24980,1527,41215,2165,23555,1435
Virginia,Hispanic or Latino,0400000US51,13,810770,438,551680,589,590710,5777,353220,5084
Washington,Total,0400000US53,1,7512465,0,5858995,263,6945410,7582,5344645,6928
Washington,Not Hispanic or Latino,0400000US53,2,6540945,0,5247145,248,6190950,5130,4933300,4589
Washington,American Indian or Alaska Native Alone,0400000US53,3,76320,1828,58235,1307,75810,1813,57790,1288
Washington,Asian Alone,0400000US53,4,660940,4053,539210,2470,462165,4534,358445,3133
Washington,Black or African American Alone,0400000US53,5,282085,3867,214605,2318,251595,3775,187850,2506
Washington,Native Hawaiian or Other Pacific Islander Alone,0400000US53,6,49545,1208,37265,797,40870,1342,29645,990
Washington,White Alone,0400000US53,7,5104645,30,4186250,15,5001615,3100,4094495,2778
Washington,American Indian or Alaska Native and White,0400000US53,8,81355,1654,62195,1269,81165,1659,62000,1281
Washington,Asian and White,0400000US53,9,132565,3580,68680,2148,126955,3275,64670,1961
Washington,Black or African American and White,0400000US53,10,79005,3399,37345,1970,78205,3384,36605,1947
Washington,American Indian or Alaska Native and Black or African American,0400000US53,11,6360,905,4565,643,6360,905,4565,643
Washington,Remainder of Two or More Race Responses,0400000US53,12,68120,2771,38790,1811,66205,2698,37245,1728
Washington,Hispanic or Latino,0400000US53,13,971520,0,611855,122,754460,4300,411345,3987
West Virginia,Total,0400000US54,1,1807425,0,1442210,627,1792830,1172,1428525,1279
West Virginia,Not Hispanic or Latino,0400000US54,2,1778745,422,1422310,580,1767115,1135,1411475,1110
West Virginia,American Indian or Alaska Native Alone,0400000US54,3,3135,546,2705,466,2970,515,2540,432
West Virginia,Asian Alone,0400000US54,4,14270,690,11955,605,9135,557,7025,523
West Virginia,Black or African American Alone,0400000US54,5,64210,1306,51405,817,62670,1300,50085,863
West Virginia,Native Hawaiian or Other Pacific Islander Alone,0400000US54,6,455,247,215,82,430,244,195,75
West Virginia,White Alone,0400000US54,7,1663755,465,1339240,386,1659420,996,1335275,786
West Virginia,American Indian or Alaska Native and White,0400000US54,8,7950,535,6695,499,7940,536,6685,497
West Virginia,Asian and White,0400000US54,9,4680,534,2485,416,4485,526,2290,403
West Virginia,Black or African American and White,0400000US54,10,16865,1208,5305,669,16790,1204,5225,658
West Virginia,American Indian or Alaska Native and Black or African American,0400000US54,11,395,162,330,120,395,162,330,120
West Virginia,Remainder of Two or More Race Responses,0400000US54,12,3035,522,1975,346,2880,477,1825,317
West Virginia,Hispanic or Latino,0400000US54,13,28680,422,19900,435,25715,559,17050,575
Wisconsin,Total,0400000US55,1,5806975,0,4532655,261,5653295,3535,4392490,2995
Wisconsin,Not Hispanic or Latino,0400000US55,2,5398710,0,4282145,227,5319740,2481,4211520,2072
Wisconsin,American Indian or Alaska Native Alone,0400000US55,3,43990,823,32735,633,43890,827,32660,630
Wisconsin,Asian Alone,0400000US55,4,164135,1882,119660,1161,118940,2421,79665,1918
Wisconsin,Black or African American Alone,0400000US55,5,362160,2310,253310,1242,355660,2487,247725,1358
Wisconsin,Native Hawaiian or Other Pacific Islander Alone,0400000US55,6,2175,479,1565,349,1800,319,1195,249
Wisconsin,White Alone,0400000US55,7,4701015,16,3812555,17,4675820,1570,3789315,1418
Wisconsin,American Indian or Alaska Native and White,0400000US55,8,28990,842,20410,602,28920,847,20345,609
Wisconsin,Asian and White,0400000US55,9,30545,1843,14435,1158,29360,1641,13460,981
Wisconsin,Black or African American and White,0400000US55,10,52365,1908,20120,960,52195,1907,19970,967
Wisconsin,American Indian or Alaska Native and Black or African American,0400000US55,11,3080,718,1900,488,3075,718,1895,487
Wisconsin,Remainder of Two or More Race Responses,0400000US55,12,10250,1062,5460,634,10075,1064,5295,637
Wisconsin,Hispanic or Latino,0400000US55,13,408265,0,250510,99,333555,2437,180970,2200
Wyoming,Total,0400000US56,1,581350,0,446550,416,569610,915,435355,909
Wyoming,Not Hispanic or Latino,0400000US56,2,522495,84,408015,410,517770,615,403520,707
Wyoming,American Indian or Alaska Native Alone,0400000US56,3,11620,516,8110,426,11620,516,8110,426
Wyoming,Asian Alone,0400000US56,4,4830,476,3995,377,3200,450,2490,364
Wyoming,Black or African American Alone,0400000US56,5,4730,540,3800,461,4475,542,3550,486
Wyoming,Native Hawaiian or Other Pacific Islander Alone,0400000US56,6,480,207,430,198,455,198,405,189
Wyoming,White Alone,0400000US56,7,487745,29,383610,6,485040,524,381010,501
Wyoming,American Indian or Alaska Native and White,0400000US56,8,4755,505,3350,396,4755,505,3350,396
Wyoming,Asian and White,0400000US56,9,2935,490,2045,365,2895,486,2005,358
Wyoming,Black or African American and White,0400000US56,10,3735,513,1485,400,3725,513,1480,401
Wyoming,American Indian or Alaska Native and Black or African American,0400000US56,11,65,63,45,64,65,63,45,64
Wyoming,Remainder of Two or More Race Responses,0400000US56,12,1600,459,1140,397,1540,453,1080,393
Wyoming,Hispanic or Latino,0400000US56,13,58855,85,38535,171,51835,733,31835,680
Puerto Rico,Total,0400000US72,1,3255640,0,2644480,0,3211345,1947,2603060,1841
Puerto Rico,Not Hispanic or Latino,0400000US72,2,43015,2095,34740,1781,39795,2065,31770,1704
Puerto Rico,American Indian or Alaska Native Alone,0400000US72,3,150,104,135,84,120,76,105,70
Puerto Rico,Asian Alone,0400000US72,4,2530,580,2200,475,1405,404,1160,331
Puerto Rico,Black or African American Alone,0400000US72,5,3770,583,3150,528,3425,557,2820,504
Puerto Rico,Native Hawaiian or Other Pacific Islander Alone,0400000US72,6,25,29,0,34,25,29,0,34
Puerto Rico,White Alone,0400000US72,7,34430,1815,27635,1432,32775,1783,26130,1391
Puerto Rico,American Indian or Alaska Native and White,0400000US72,8,40,41,40,41,40,41,40,41
Puerto Rico,Asian and White,0400000US72,9,200,112,185,102,135,99,125,85
Puerto Rico,Black or African American and White,0400000US72,10,1220,329,890,290,1220,329,890,290
Puerto Rico,American Indian or Alaska Native and Black or African American,0400000US72,11,35,41,35,41,35,41,35,41
Puerto Rico,Remainder of Two or More Race Responses,0400000US72,12,620,262,470,175,615,258,465,173
Puerto Rico,Hispanic or Latino,0400000US72,13,3212625,2094,2609740,1782,3171550,3063,2571290,2694
